"An|Act|to|establish|a|reservation|for|the|Confederated|Tribes|of|the|Grand|Ronde|Community|of|Oregon,|and|for|other|purposes", "Grand Ronde Reservation Act", "1"
"Section|610|of|the|Departments|of|Commerce,|Justice,|and|State,|the|Judiciary,|and|Related|Agencies|Appropriations|Act,|1993", "Departments of Commerce, Justice, and State, the Judiciary, and Related Agencies Appropriations Act, 1993/s:610", "5"
"section|629|of|the|Departments|of|Commerce,|Justice,|and|State,|the|Judiciary,|and|Related|Agencies|Appropriations|Act,|2005", "Departments of Commerce, Justice, and State, the Judiciary, and Related Agencies Appropriations Act, 2005/s:629", "3"
"Section|504|of|the|Departments|of|Commerce,|Justice,|and|State,|the|Judiciary,|and|Related|Agencies|Appropriations|Act,|1996", "Departments of Commerce, Justice, and State, the Judiciary, and Related Agencies Appropriations Act, 1996/s:504", "1"
"An|Act|to|promote|the|development|of|Indian|arts|and|crafts|and|to|create|a|board|to|assist|therein,|and|for|other|purposes", "Indian Arts and Crafts Act/s:5/ss:a", "2"
"section|1|of|the|Act|entitled|An|Act|to|authorize|the|Hydrographic|Service|Improvement|Act|of|1998,|and|for|other|purposes", "An Act to authorize the Hydrographic Service Improvement Act of 1998, and for other purposes/s:1", "41"
"An|Act|to|establish|the|Martin|Luther|King,|Junior,|National|Historic|Site|in|the|State|of|Georgia,|and|for|other|purposes", "An Act to establish the Martin Luther King, Junior, National Historic Site in the State of Georgia, and for other purposes", "1"
"An|Act|to|authorize|construction|by|the|Secretary|of|the|Interior|of|the|Crooked|River|Federal|reclamation|project,|Oregon", "Interior of the Crooked River Federal reclamation project, Oregon", "2"
"second|part|G|(relating|to|services|provided|through|religious|organizations)|of|title|V|of|the|Public|Health|Service|Act", "Public Health Service Act/t:V/pt:G", "1"
"Uniting|and|Strengthening|America|by|Providing|Appropriate|Tools|Required|to|Intercept|and|Obstruct|Terrorism|Act|of|2001", "PATRIOT Act", "1"
"eighth|paragraph|of|section|5|of|the|Act|entitled|An|Act|to|regulate|the|height|of|buildings|in|the|District|of|Columbia,", "Height of Buildings Act of 1910/s:5", "1"
"subsections|(c)|through|(h)|of|section|1317|of|the|Federal|Housing|Enterprises|Financial|Safety|and|Soundness|Act|of|1992", "Federal Housing Enterprises Financial Safety and Soundness Act of 1992/s:1317/ss:c..h", "1"
"Section|3151|of|the|Department|of|Energy|Facilities|Safeguards,|Security,|and|Counterintelligence|Enhancement|Act|of|1999", "Department of Energy Facilities Safeguards, Security, and Counterintelligence Enhancement Act of 1999/s:3151", "1"
"Paragraph|(15)(A)|of|section|104(k)|of|the|Comprehensive|Environmental|Response,|Compensation,|and|Liability|Act|of|1980", "Comprehensive Environmental Response, Compensation, and Liability Act of 1980/s:104/ss:k/p:15/sp:A", "1"
"eighth|paragraph|of|section|5|of|the|Act|entitled|An|Act|to|regulate|the|height|of|buildings|in|the|District|of|Columbia", "Height of Buildings Act of 1910/s:5", "1"
"A|joint|resolution|relating|to|corn|and|wheat|marketing|quotas|under|the|Agricultural|Adjustment|Act|of|1938,|as|amended", "A joint resolution relating to corn and wheat marketing quotas under the Agricultural Adjustment Act of 1938, as amended", "4"
"National|Association|of|Insurance|Commissioners|(referred|to|in|this|subtitle|as|the|NAIC)|Producer|Licensing|Model|Act", "National Association of Insurance Commissioners Producer Licensing Model Act", "1"
"Section|4|of|the|Act|entitled|An|Act|to|prohibit|the|killing|of|wild|birds|and|wild|animals|in|the|District|of|Columbia", "An Act to prohibit the killing of wild birds and wild animals in the District of Columbia/s:4", "1"
"Competitiveness|and|Opportunity|by|Modernizing|and|Permanently|Extending|the|Tax|Credit|for|Experimentation|Act|of|2014", "Competitiveness and Opportunity by Modernizing and Permanently Extending the Tax Credit for Experimentation Act of 2014", "1"
"section|201(b)|of|the|Safeguarding|Elections|for|our|Nation's|Troops|through|Reforms|and|Improvements|(SENTRI)|Act|and", "Safeguarding Elections for our Nation's Troops through Reforms and Improvements (SENTRI) Act/s:201/ss:b", "1"
"(B)|of|subsection|(d)(1)|of|section|115|of|the|Personal|Responsibility|and|Work|Opportunity|Reconciliation|Act|of|1996", "Personal Responsibility and Work Opportunity Reconciliation Act of 1996/s:115/ss:d/p:1/sp:B", "2"
"subsections|(a)|through|(d)|of|section|1202|of|the|John|Warner|National|Defense|Authorization|Act|for|Fiscal|Year|2007", "John Warner National Defense Authorization Act for Fiscal Year 2007/s:1202/ss:a..d", "1"
"Subsection|(c)|of|section|601|of|the|Tax|Relief,|Unemployment|Insurance|Reauthorization,|and|Job|Creation|Act|of|2010", "Tax Relief, Unemployment Insurance Reauthorization, and Job Creation Act of 2010/s:601/ss:c", "1"
"title|IV|of|the|Augustus|F.|Hawkins-Robert|T.|Stafford|Elementary|and|Secondary|School|Improvement|Amendments|of|1988", "Augustus F. Hawkins-Robert T. Stafford Elementary and Secondary School Improvement Amendments of 1988/t:IV", "2"
"subparagraph|(F)|of|section|104(c)(2)|of|the|Comprehensive|Iran|Sanctions,|Accountability,|and|Divestment|Act|of|2010", "Comprehensive Iran Sanctions, Accountability, and Divestment Act of 2010/s:104/ss:c/p:2/sp:F", "2"
"District|of|Columbia|Courts,|Public|Defender|Service,|and|Court|Services|and|Offender|Supervision|Agency|Act|of|2014", "District of Columbia Courts, Public Defender Service, and Court Services and Offender Supervision Agency Act of 2014", "3"
"section|1112|of|subtitle|B|of|title|XI|of|the|Medicare|Prescription|Drug,|Improvement,|and|Modernization|Act|of|2003", "Medicare Prescription Drug, Improvement, and Modernization Act of 2003/t:XI/st:B/s:1112", "2"
"Department|of|Defense,|Military|Construction|and|Veterans|Affairs,|and|Full-Year|Continuing|Appropriations|Act,|2013", "Department of Defense, Military Construction and Veterans Affairs, and Full-Year Continuing Appropriations Act, 2013", "1"
"Section|202(c)(4)(A)(ii)|of|the|District|of|Columbia|Financial|Responsibility|and|Management|Assistance|Act|of|1995", "District of Columbia Financial Responsibility and Management Assistance Act of 1995/s:202/ss:c/p:4/sp:A/cl:ii", "1"
"Point|Spencer|Coast|Guard|and|Public-Private|Sector|Infrastructure|Development|Facilitation|and|Land|Conveyance|Act", "Point Spencer Coast Guard and Public-Private Sector Infrastructure Development Facilitation and Land Conveyance Act", "1"
"subsection|(b)|of|section|235|of|the|William|Wilberforce|Trafficking|Victims|Protection|Reauthorization|Act|of|2008", "William Wilberforce Trafficking Victims Protection Reauthorization Act of 2008/s:235/ss:b", "1"
"Section|202(c)(5)(C)(ii)|of|the|District|of|Columbia|Financial|Responsibility|and|Management|Assistance|Act|of|1995", "District of Columbia Financial Responsibility and Management Assistance Act of 1995/s:202/ss:c/p:5/sp:C/cl:ii", "1"
"part|G|(relating|to|services|provided|through|religious|organizations)|of|title|V|of|the|Public|Health|Service|Act", "Public Health Service Act/t:V/pt:G", "4"
"section|201(b)|of|the|Safeguarding|Elections|for|our|Nation's|Troops|through|Reforms|and|Improvements|(SENTRI)|Act", "Safeguarding Elections for our Nation's Troops through Reforms and Improvements (SENTRI) Act/s:201/ss:b", "1"
"Subsection|(k)|of|section|111|of|the|Comprehensive|Environmental|Response,|Compensation,|and|Liability|Act|of|1980", "Comprehensive Environmental Response, Compensation, and Liability Act of 1980/s:111/ss:k", "1"
"Fannie|Lou|Hamer,|Rosa|Parks,|and|Coretta|Scott|King|Voting|Rights|Act|Reauthorization|and|Amendments|Act|of|2006", "Fannie Lou Hamer, Rosa Parks, and Coretta Scott King Voting Rights Act Reauthorization and Amendments Act of 2006", "1"
"Ambassador|James|R.|Lilley|and|Congressman|Stephen|J.|Solarz|North|Korea|Human|Rights|Reauthorization|Act|of|2012", "Ambassador James R. Lilley and Congressman Stephen J. Solarz North Korea Human Rights Reauthorization Act of 2012", "4"
"Subtitle|D|of|title|X|of|the|Food,|Conservation,|and|Energy|Act|of|2008|is|amended|by|adding|after|section|10404", "Food, Conservation, and Energy Act of 2008 is amended by adding after section 10404/t:X/st:D/s:10404", "1"
"Exascale|Computing|for|Science,|Competitiveness,|Advanced|Manufacturing,|Leadership,|and|the|Economy|Act|of|2013", "Exascale Computing for Science, Competitiveness, Advanced Manufacturing, Leadership, and the Economy Act of 2013", "2"
"Subpart|A|of|part|2|of|subtitle|A|of|the|Federal|Housing|Enterprises|Financial|Safety|and|Soundness|Act|of|1992", "Federal Housing Enterprises Financial Safety and Soundness Act of 1992/st:A/pt:2/spt:A", "1"
"Section|202(d)(3)(A)|of|the|District|of|Columbia|Financial|Responsibility|and|Management|Assistance|Act|of|1995", "District of Columbia Financial Responsibility and Management Assistance Act of 1995/s:202/ss:d/p:3/sp:A", "1"
"Strengthening|and|Enhancing|Cybersecurity|by|Using|Research,|Education,|Information,|and|Technology|Act|of|2013", "Strengthening and Enhancing Cybersecurity by Using Research, Education, Information, and Technology Act of 2013", "4"
"paragraphs|(1)|through|(5)|of|section|203(a)|of|the|United|States-Chile|Free|Trade|Agreement|Implementation|Act", "United States-Chile Free Trade Agreement Implementation Act/s:203/ss:a/p:1..5", "1"
"Section|218|of|the|Transportation,|Housing|and|Urban|Development,|and|Related|Agencies|Appropriations|Act,|2012", "Transportation, Housing and Urban Development, and Related Agencies Appropriations Act, 2012/s:218", "3"
"Section|226|of|the|Transportation,|Housing|and|Urban|Development,|and|Related|Agencies|Appropriations|Act,|2012", "Transportation, Housing and Urban Development, and Related Agencies Appropriations Act, 2012/s:226", "2"
"Section|4004(d)|of|the|Defense|Economic|Adjustment,|Diversification,|Conversion,|and|Stabilization|Act|of|1990", "Defense Economic Adjustment, Diversification, Conversion, and Stabilization Act of 1990/s:4004/ss:d", "1"
"Subtitle|A|of|title|III|of|the|United|States|Leadership|Against|HIV/AIDS,|Tuberculosis|and|Malaria|Act|of|2003", "United States Leadership Against HIV AIDS, Tuberculosis and Malaria Act of 2003/t:III/st:A", "3"
"Compact|of|Free|Association|between|the|Government|of|the|United|States|of|America|and|the|Government|of|Palau", "United States of America and the Government of Palau", "1"
"Title|II|of|the|joint|resolution|entitled|A|joint|resolution|increasing|the|statutory|limit|on|the|public|debt", "A joint resolution increasing the statutory limit on the public debt/t:II", "2"
"section|201(a)(1)|of|the|Veterans'|Access|to|Care|through|Choice,|Accountability,|and|Transparency|Act|of|2014", "Veterans' Access to Care through Choice, Accountability, and Transparency Act of 2014/s:201/ss:a/p:1", "1"
"paragraphs|(3)|through|(10)|of|section|251(c)|of|the|Balanced|Budget|and|Emergency|Deficit|Control|Act|of|1985", "Balanced Budget and Emergency Deficit Control Act of 1985/s:251/ss:c/p:3..10", "1"
"section|202(b)|of|the|Preservation|of|Access|to|Care|for|Medicare|Beneficiaries|and|Pension|Relief|Act|of|2010", "Preservation of Access to Care for Medicare Beneficiaries and Pension Relief Act of 2010/s:202/ss:b", "6"
"paragraph|(2)|of|section|1333(d)|of|the|Federal|Housing|Enterprises|Financial|Safety|and|Soundness|Act|of|1992", "Federal Housing Enterprises Financial Safety and Soundness Act of 1992/s:1333/ss:d/p:2", "1"
"section|224(a)|of|the|Military|Construction|and|Veterans|Affairs|and|Related|Agencies|Appropriations|Act,|2008", "Military Construction and Veterans Affairs and Related Agencies Appropriations Act, 2008/s:224/ss:a", "2"
"Paul|D.|Wellstone|Muscular|Dystrophy|Community|Assistance,|Research|and|Education|(MD–CARE)|Amendments|of|2013", "Paul D. Wellstone Muscular Dystrophy Community Assistance, Research and Education (MD–CARE) Amendments of 2013", "1"
"Paragraphs|(2)|through|(10)|of|section|251(c)|of|the|Balanced|Budget|and|Emergency|Deficit|Control|Act|of|1985", "Balanced Budget and Emergency Deficit Control Act of 1985/s:251/ss:c/p:2..10", "2"
"Section|104(k)(3)(A)(ii)|of|the|Comprehensive|Environmental|Response,|Compensation,|and|Liability|Act|of|1980", "Comprehensive Environmental Response, Compensation, and Liability Act of 1980/s:104/ss:k/p:3/sp:A/cl:ii", "3"
"Section|121(d)(2)(A)(ii)|of|the|Comprehensive|Environmental|Response,|Compensation,|and|Liability|Act|of|1980", "Comprehensive Environmental Response, Compensation, and Liability Act of 1980/s:121/ss:d/p:2/sp:A/cl:ii", "2"
"Section|7081(g)|of|the|Department|of|State,|Foreign|Operations,|and|Related|Programs|Appropriations|Act,|2010", "Department of State, Foreign Operations, and Related Programs Appropriations Act, 2010/s:7081/ss:g", "3"
"Departments|of|Labor,|Health|and|Human|Services,|and|Education,|and|Related|Agencies|Appropriations|Act,|2001", "Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations Act, 2001", "1"
"Departments|of|Labor,|Health|and|Human|Services,|and|Education,|and|Related|Agencies|Appropriations|Act,|2012", "Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations Act, 2012", "3"
"subsections|(b)|through|(d)|of|section|3|of|the|Record|Expungement|Designed|to|Enhance|Employment|Act|of|2014", "Record Expungement Designed to Enhance Employment Act of 2014/s:3/ss:b..d", "2"
"Subsection|(c)|of|section|401|of|the|Department|of|the|Interior|and|Related|Agencies|Appropriations|Act,|1998", "Department of the Interior and Related Agencies Appropriations Act, 1998/s:401/ss:c", "1"
"(B)|of|section|120(h)(3)|of|the|Comprehensive|Environmental|Response,|Compensation,|and|Liability|Act|of|1980", "Comprehensive Environmental Response, Compensation, and Liability Act of 1980/s:120/ss:h/p:3/sp:B", "4"
"section|1(b)|of|the|Congressional|Budget|Act|of|1974|Congressional|Budget|and|Impoundment|Control|Act|of|1974", "Congressional Budget and Impoundment Control Act of 1974/s:1/ss:b", "1"
"Departments|of|Labor,|Health|and|Human|Services,|and|Education,|and|Related|Agencies|Appropriations|Act,|2008", "Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations Act, 2008", "1"
"Subsection|(a)|of|section|106|of|the|Comprehensive|Iran|Sanctions,|Accountability,|and|Divestment|Act|of|2010", "Comprehensive Iran Sanctions, Accountability, and Divestment Act of 2010/s:106/ss:a", "2"
"Subsection|(a)|of|section|347|of|the|Department|of|the|Interior|and|Related|Agencies|Appropriations|Act,|1999", "Department of the Interior and Related Agencies Appropriations Act, 1999/s:347/ss:a", "3"
